total_tasks,completed_tasks,avg_task_delay,budget_allocated,budget_spent,team_size,team_experience,sprint_velocity,past_delay_rate,completion_rate,budget_burn_rate,productivity_score,delayed
280,128,6.253046602,296183,167798.6673,14,1.442988231,35.12174237,0.576936123,0.457142857,0.566537132,2.508695884,1
239,165,7.834227259,204455,220550.2573,12,3.079727676,93.760503,0.154841395,0.690376569,1.078722738,7.81337525,1
274,130,6.122579859,373853,199394.0789,11,9.076471457,12.21799642,0.356193943,0.474452555,0.53334888,1.110726947,1
178,247,4.843984476,294325,296892.8258,9,3.30572363,72.70200891,0.697013014,1.387640449,1.008724457,8.07800099,0
170,130,6.608201183,84518,88045.30424,12,2.985859537,75.27937517,0.560115983,0.764705882,1.041734355,6.273281264,1
76,233,5.530014526,103909,77601.50893,7,2.243127638,85.27407197,0.386462564,3.065789474,0.746821824,12.18201028,0
239,53,5.974758626,330495,356059.2838,10,8.732005819,97.69953796,0.420249602,0.221757322,1.077351499,9.769953796,1
170,130,7.838325534,250696,215839.6253,4,5.500524333,97.80417272,0.562110883,0.764705882,0.860961584,24.45104318,0
165,27,4.809038314,496546,409305.6273,9,7.074038827,15.87490818,0.005864728,0.163636364,0.824305557,1.763878687,1
254,187,0.407541061,65282,34715.81191,6,3.151597457,83.96553905,0.078509868,0.736220472,0.531782297,13.99425651,0
282,132,1.63999481,289017,203184.8572,11,7.822363789,68.16789403,0.881258068,0.468085106,0.703020436,6.197081275,1
52,102,4.386072165,464994,535536.8353,14,7.840049905,68.26079209,0.077878989,1.961538462,1.15170698,4.875770864,0
152,61,7.248265599,467480,361958.9064,3,3.813382224,21.5514934,0.706803596,0.401315789,0.774276774,7.183831132,1
247,188,5.932786483,317219,280006.1547,9,4.696143697,68.51684498,0.920038164,0.761133603,0.882690364,7.612982776,1
249,120,6.502941859,229526,200241.9655,8,2.887212497,98.42343225,0.270683604,0.481927711,0.872415175,12.30292903,1
204,25,4.792789286,78365,71570.89265,10,9.78904921,92.06367126,0.370491437,0.12254902,0.913301763,9.206367126,1
186,199,6.157420219,491416,266805.309,7,6.810423194,49.52175947,0.568921406,1.069892473,0.542931669,7.074537067,0
111,45,3.290174378,323146,243498.0656,3,9.410894926,13.5953176,0.88170897,0.405405405,0.753523378,4.531772532,1
214,83,4.701825927,326091,328109.4354,3,3.730469893,42.6064141,0.941905587,0.387850467,1.006189792,14.20213803,1
274,245,7.442790656,260294,166690.241,11,8.037018217,84.37512804,0.739563248,0.894160584,0.640392176,7.670466186,0
100,206,8.71832779,406984,261489.1997,12,7.892727795,73.13491913,0.086619761,2.06,0.642504864,6.094576594,0
283,203,4.33655334,166219,84283.57539,8,7.224900867,51.340929,0.669154156,0.717314488,0.507063425,6.417616125,0
221,78,0.436616577,390754,315040.4689,12,9.690750777,14.95913816,0.410303722,0.352941176,0.806237349,1.246594847,1
201,128,1.616725441,364286,407240.4436,7,4.541998025,48.4205255,0.470700999,0.63681592,1.117914066,6.917217929,1
256,217,0.208611393,106307,57015.70353,3,2.176455912,52.21224457,0.04914839,0.84765625,0.536330661,17.40408152,0
108,248,6.532630192,185565,117607.9603,8,7.045379733,93.56999796,0.191062139,2.296296296,0.633783097,11.69624975,0
167,140,3.323146254,305095,218771.1696,8,7.563788204,67.69774932,0.790513608,0.838323353,0.717059177,8.462218665,0
209,52,5.424786357,362229,366650.8437,5,6.175545161,38.0487625,0.453958833,0.248803828,1.012207316,7.6097525,1
145,200,4.932768468,84228,79885.6183,10,2.861361038,57.2786438,0.301662242,1.379310345,0.948444915,5.72786438,0
265,169,0.815264896,260748,206293.5789,3,5.540103475,15.9449777,0.384019074,0.637735849,0.791160733,5.314992568,0
282,40,4.032613611,495091,510611.2401,3,3.809707629,97.53114121,0.854399513,0.141843972,1.031348257,32.5103804,1
229,217,2.205611249,474871,440082.7617,8,4.847198754,42.40539117,0.748999017,0.947598253,0.926741708,5.300673897,0
162,89,4.183997887,93472,105364.3079,12,6.806967183,53.00806194,0.272315397,0.549382716,1.12722856,4.417338495,1
111,131,2.035782803,361581,387838.551,3,7.706932684,41.97555768,0.11750184,1.18018018,1.072618724,13.99185256,0
290,23,8.404524063,492632,333496.8507,8,3.090022218,71.42605571,0.251998222,0.079310345,0.676969524,8.928256964,1
235,113,1.741933366,371855,256582.5546,3,4.647928246,69.60089425,0.920756451,0.480851064,0.690007004,23.20029808,1
101,94,9.607805515,187888,110431.0843,8,3.422454139,74.37900795,0.581588838,0.930693069,0.587749533,9.297375993,0
61,209,4.159073661,127175,93584.9423,5,2.787684525,34.13289067,0.533480209,3.426229508,0.735875308,6.826578133,0
88,81,8.46245292,114307,137131.9067,10,8.05048498,38.4101633,0.5963936,0.920454545,1.199680743,3.84101633,1
179,113,6.287648182,358877,281368.8335,8,9.18327425,21.2726108,0.366028266,0.631284916,0.784025818,2.65907635,1
180,114,7.353502987,440346,288136.8402,13,4.332089671,68.99589747,0.80710702,0.633333333,0.654341904,5.307376728,1
162,171,7.677238881,145028,149920.9574,3,7.761510319,13.58174146,0.523286249,1.055555556,1.033738019,4.527247153,0
150,74,5.048448819,192312,169182.5785,7,9.072957604,63.7914102,0.116747903,0.493333333,0.879729702,9.1130586,1
162,156,5.433005234,142493,86168.51154,10,8.615117895,88.27262964,0.129065125,0.962962963,0.604721015,8.827262964,0
233,150,5.139958678,175149,134248.6919,5,2.645320497,90.17489335,0.536859147,0.643776824,0.766482777,18.03497867,0
130,50,5.880583781,279416,220774.629,14,9.606626934,50.41339843,0.936570218,0.384615385,0.790128801,3.600957031,1
236,59,0.293944458,252435,259422.6003,8,4.390087964,51.33733194,0.308352122,0.25,1.02768079,6.417166492,1
162,248,3.955151698,213834,110011.169,7,4.053165951,16.92722647,0.869541169,1.530864198,0.514469958,2.41817521,0
51,55,6.061887136,320403,220537.7913,8,1.561881946,70.36885229,0.764095587,1.078431373,0.688313753,8.796106536,0
179,171,5.977235653,231211,199377.2709,12,5.375562887,83.91334783,0.247812443,0.955307263,0.862317411,6.992778986,0
269,242,7.929560946,440919,303437.2458,3,1.981122541,32.01895491,0.036340748,0.899628253,0.68819272,10.67298497,0
103,25,6.550093388,326993,307341.9741,9,3.236858388,47.91707935,0.101847265,0.242718447,0.939903833,5.324119927,1
136,85,9.921333163,393912,329825.3677,11,3.852483596,85.49554031,0.728493934,0.625,0.837307235,7.772321846,1
278,231,2.838545286,418252,315026.2263,4,8.279436911,88.94084209,0.199669738,0.830935252,0.753197178,22.23521052,0
273,239,3.591510297,401853,467936.134,12,8.879397854,31.88619822,0.371270921,0.875457875,1.164446039,2.657183185,0
274,94,3.838471519,367013,345914.028,7,3.722196857,59.55135711,0.501699166,0.343065693,0.942511649,8.50733673,1
178,23,4.65812807,439032,259449.8944,12,8.728283091,27.32438356,0.725468168,0.129213483,0.590958961,2.277031963,1
196,98,8.359980638,113095,100887.9994,6,8.715078436,19.16908877,0.113231223,0.5,0.892064188,3.194848129,1
175,153,2.35792094,167886,175694.7635,8,7.881858553,92.00084513,0.406366405,0.874285714,1.046512297,11.50010564,0
179,137,7.76000207,383054,381499.8688,8,2.320256026,83.84567538,0.485072909,0.765363128,0.995942788,10.48070942,1
102,132,4.053101831,335711,208296.0731,13,7.212905622,78.40314116,0.540827064,1.294117647,0.620462461,6.031010859,0
221,113,6.018553837,85292,100703.7526,4,9.505216581,14.38896869,0.818360641,0.511312217,1.180693999,3.597242173,1
267,249,6.325405332,124813,101618.9443,4,7.142864309,85.93559134,0.171678195,0.93258427,0.814169552,21.48389784,0
209,198,3.728486372,147136,89946.81207,6,3.984551642,49.42396683,0.807831452,0.947368421,0.611317503,8.237327805,0
247,81,5.126152052,101631,63634.93228,3,5.505213857,40.8155611,0.692878428,0.327935223,0.626137028,13.60518703,1
209,204,4.130311746,59885,34060.46176,11,6.81152539,59.18287249,0.555870814,0.976076555,0.568764495,5.380261136,0
296,213,0.691327862,235378,250080.3397,9,5.595133679,18.22179185,0.69952787,0.719594595,1.062462676,2.024643538,1
117,98,4.371653888,378458,221557.3918,14,2.079576476,78.09818944,0.412017739,0.837606838,0.585421346,5.578442103,0
232,222,0.973933926,377231,221656.2881,9,3.808576402,62.41915692,0.138397586,0.956896552,0.58758768,6.93546188,0
252,155,4.050207991,472381,517413.1423,5,8.221564275,26.79310872,0.66576524,0.615079365,1.09533013,5.358621744,1
233,45,5.929183998,408142,302524.1802,13,8.752762415,26.94089798,0.524672307,0.193133047,0.741222859,2.072376768,1
172,198,5.794148993,99812,52061.9924,14,2.235700294,26.58237864,0.639374801,1.151162791,0.521600533,1.898741332,0
194,192,6.62621279,231572,124198.2488,5,9.571480772,15.13021488,0.337998781,0.989690722,0.53632671,3.026042976,0
87,63,0.95261508,370787,222293.9674,3,3.959403561,62.90186044,0.906866577,0.724137931,0.599519313,20.96728681,0
73,152,6.521232455,94900,61625.72011,5,6.960823649,85.63133598,0.587369869,2.082191781,0.649375344,17.1262672,0
118,89,3.121480567,486162,469439.1629,5,7.766426314,11.57483926,0.085402484,0.754237288,0.965602336,2.314967852,0
165,173,3.990459461,451067,275208.7852,6,8.307516112,14.41041805,0.449803991,1.048484848,0.610128396,2.401736341,0
147,137,8.579862539,328432,191545.5078,6,9.51174732,61.5493249,0.756356055,0.931972789,0.583212074,10.25822082,0
247,87,0.090304041,122692,127023.4446,5,3.816275932,83.75461168,0.794134562,0.352226721,1.035303399,16.75092234,1
263,38,5.884126333,450584,436948.7418,12,8.726558091,39.40650015,0.494597053,0.144486692,0.969738699,3.283875013,1
188,231,5.987139801,397580,319943.3428,14,2.185182131,41.46529589,0.894747571,1.228723404,0.804726955,2.961806849,0
289,244,3.966597763,277208,245195.1442,10,7.345368157,63.67118477,0.267668437,0.844290657,0.88451684,6.367118477,0
193,39,2.370278571,96403,69254.83686,10,7.677799566,34.67916002,0.410598697,0.202072539,0.718388814,3.467916002,1
146,132,2.346740383,141170,118265.209,3,7.099509171,12.39475295,0.898596911,0.904109589,0.837750294,4.131584316,0
250,159,8.837096697,321312,274616.0015,9,3.270832625,76.17056663,0.896256716,0.636,0.854670854,8.463396292,1
173,66,4.420243738,362023,279143.659,13,8.857388323,66.30849216,0.685712769,0.38150289,0.77106609,5.100653243,1
236,20,3.30889363,109871,124659.6968,4,2.51972617,62.26803992,0.858980547,0.084745763,1.134600547,15.56700998,1
119,109,4.487775738,82174,42010.90739,3,1.482713124,76.75157161,0.088773267,0.915966387,0.511243305,25.5838572,0
257,161,6.693904015,280823,294167.6764,5,7.457184916,70.77077538,0.864994976,0.626459144,1.047519884,14.15415508,1
142,83,1.457565682,273563,160600.0783,6,5.279281437,28.52937894,0.320619907,0.584507042,0.587067982,4.754896489,0
52,57,4.494338352,187653,198590.0084,8,8.64188218,41.72329422,0.178331512,1.096153846,1.058283152,5.215411778,0
197,56,5.878843711,160155,149126.461,12,4.45057427,21.34991275,0.239369836,0.284263959,0.931138341,1.779159396,1
236,145,9.485833549,383997,418669.88,7,2.514507297,21.68713121,0.417968508,0.61440678,1.090294664,3.098161601,1
213,158,2.525277821,376190,213773.7399,6,8.527979732,70.85761717,0.251192005,0.741784038,0.568260028,11.80960286,0
196,119,3.592507479,361822,322487.0437,10,5.940186685,87.27400963,0.320567586,0.607142857,0.891286444,8.727400963,0
139,96,3.793585899,338793,288232.0464,13,2.702762132,96.64593255,0.134978486,0.690647482,0.850761516,7.434302504,0
244,22,6.055381576,177795,176787.8319,14,7.483455987,66.55124058,0.296176766,0.090163934,0.994335228,4.753660041,1
196,180,3.56732053,138668,121196.3016,6,5.600022746,26.5691191,0.572283815,0.918367347,0.874003386,4.428186517,0
197,153,5.335119253,263397,231398.0039,12,6.43881684,19.50853109,0.441853708,0.776649746,0.878514197,1.625710924,0
145,197,7.817903298,195639,156651.5046,14,5.148085044,83.15658744,0.346718761,1.35862069,0.800717161,5.939756246,0
248,29,7.053855941,402050,287941.8161,4,8.458380854,62.08808287,0.746452129,0.116935484,0.716184097,15.52202072,1
101,24,4.463686465,289141,242180.1798,5,8.466064441,65.64565189,0.893509971,0.237623762,0.837585053,13.12913038,1
282,170,8.642161777,146019,85120.99501,8,7.384499396,80.33158799,0.756789223,0.602836879,0.582944651,10.0414485,1
210,157,5.581402496,390146,457664.4082,10,1.948612397,73.2949505,0.332000702,0.747619048,1.173059337,7.32949505,1
217,191,5.399058395,78803,78809.89798,10,8.549684757,85.10124276,0.744442168,0.880184332,1.000087535,8.510124276,1
177,149,0.341877659,199302,232531.0209,13,7.039116825,15.05925149,0.151980182,0.84180791,1.166726982,1.158403961,0
88,32,9.866929804,198934,131039.6496,11,7.273217494,77.27685731,0.130317988,0.363636364,0.658709168,7.025168846,1
131,187,1.229708085,486571,542788.7877,9,4.266845564,86.57674816,0.345627037,1.427480916,1.115538714,9.619638684,0
153,149,2.311309124,474475,505862.9395,4,8.913516005,35.75215382,0.807702369,0.973856209,1.066152989,8.938038455,0
178,103,0.516968372,280147,272865.0518,10,7.528344402,67.64025466,0.246348247,0.578651685,0.974006689,6.764025466,0
60,84,6.400029668,80795,75746.96316,9,2.013314199,38.27458575,0.063253409,1.4,0.93752043,4.252731749,0
269,82,2.24701177,320914,231566.6535,10,4.67000231,96.21739598,0.131709535,0.304832714,0.721584766,9.621739598,0
234,120,1.800104375,61093,65460.38886,14,8.977423258,13.00812152,0.858744969,0.512820513,1.071487549,0.929151537,1
266,92,0.885555842,489787,416838.5273,5,1.424770315,62.18135594,0.633783285,0.345864662,0.851060823,12.43627119,1
227,36,1.033089571,443409,243708.2739,9,9.652749577,24.98531923,0.253201163,0.158590308,0.549624103,2.776146582,1
200,28,5.846707004,412455,296556.8825,12,7.112463115,74.09981847,0.555295825,0.14,0.719004213,6.174984872,1
208,222,6.882078659,329713,380722.2286,11,6.682383799,25.83012551,0.527579622,1.067307692,1.154707969,2.348193228,1
271,162,3.973789885,323334,354204.696,5,3.435033308,31.18449357,0.655435978,0.597785978,1.095476182,6.236898714,1
91,171,4.798970816,374968,445212.2511,12,3.239126099,54.49337299,0.233187554,1.879120879,1.187333989,4.541114416,0
148,57,6.85967736,223824,210303.9936,8,9.478523975,92.3351455,0.864402987,0.385135135,0.939595368,11.54189319,1
56,182,0.173797902,213399,143672.3815,4,3.684452088,29.05429349,0.309368562,3.25,0.673257051,7.263573373,0
193,113,3.231306571,354214,217476.959,4,7.97954767,22.9816019,0.694131654,0.585492228,0.613970535,5.745400475,0
139,114,9.730977481,90197,56899.88526,7,4.538096184,78.30791487,0.016124646,0.820143885,0.630840108,11.18684498,0
161,68,5.801122297,52261,26854.67863,7,2.253286637,55.05575791,0.37265713,0.422360248,0.513856961,7.865108273,0
298,88,2.542245799,207584,160561.5487,9,1.096437679,92.06066011,0.351709818,0.295302013,0.773477478,10.22896223,1
293,81,5.217300466,449932,285256.6074,14,5.898316033,23.19531014,0.543484429,0.276450512,0.633999376,1.656807867,1
109,207,3.426534881,398939,314427.2924,4,9.782009367,68.13351037,0.072736262,1.899082569,0.788158822,17.03337759,0
162,197,5.322449888,341077,393772.0671,13,4.322225744,30.95912315,0.790131374,1.216049383,1.154496102,2.381471012,0
51,97,1.257415118,185450,148615.5773,9,4.214731006,24.10843858,0.217780802,1.901960784,0.801378147,2.678715398,0
178,136,1.327146538,90583,100962.8288,7,4.096824561,71.50864736,0.677037815,0.764044944,1.114589148,10.21552105,1
97,139,1.43542362,424226,391922.6056,8,5.684894536,63.43161579,0.803212123,1.432989691,0.923853337,7.928951974,0
189,222,9.398197919,397515,267524.45,10,4.965983951,77.93447125,0.561876956,1.174603175,0.672992088,7.793447125,0
246,156,7.328989183,210105,157389.3049,12,8.919231641,37.85163188,0.740883207,0.634146341,0.749098331,3.154302657,1
86,181,1.623818947,467216,261053.9849,14,5.549687126,50.31744907,0.661860312,2.104651163,0.558743675,3.594103505,0
209,95,1.883490838,161032,118104.7039,6,5.569820544,46.49245087,0.355529797,0.454545455,0.733423816,7.748741812,0
296,246,7.308294749,256940,250331.1594,9,2.245344352,98.56805176,0.808858539,0.831081081,0.974278662,10.95200575,1
58,54,1.561638448,354748,195280.8862,8,9.844655868,36.30240611,0.29470137,0.931034483,0.550477765,4.537800763,0
282,20,2.345612933,407218,262159.2055,12,3.249756018,36.53355145,0.571212918,0.070921986,0.643780986,3.044462621,1
148,59,9.633468328,276727,212252.0245,4,1.660276607,41.90933879,0.745397739,0.398648649,0.767008729,10.4773347,1
196,83,2.553065247,123869,147086.3459,10,6.968316241,60.81346732,0.37895591,0.423469388,1.187434676,6.081346732,1
97,169,6.616323504,317554,333242.2079,12,6.358297331,32.70904698,0.302767608,1.742268041,1.049403276,2.725753915,0
257,79,9.786312874,395519,400835.0611,11,4.736310886,92.37609463,0.45934601,0.307392996,1.013440723,8.397826785,1
180,83,3.742967671,237116,137843.5144,7,4.799730105,33.91170084,0.817963494,0.461111111,0.58133367,4.844528691,1
197,112,0.175159909,244387,255799.1704,12,8.065575289,90.62341584,0.929921763,0.568527919,1.046697126,7.55195132,1
201,91,2.441472904,408199,428481.6605,6,2.761413761,19.31275573,0.545083413,0.452736318,1.049688168,3.218792621,1
103,30,8.308771913,252416,232417.5566,8,8.382279871,69.09064322,0.661466205,0.291262136,0.920771887,8.636330402,1
169,124,8.64608836,450012,536978.2804,10,6.838724025,91.62869666,0.903273622,0.733727811,1.193253247,9.162869666,1
210,248,7.685193645,136716,99485.1891,13,4.770727964,25.18744946,0.098546851,1.180952381,0.727677734,1.937496112,0
201,33,1.131098191,104245,120808.5625,5,5.122257549,97.14942641,0.232078578,0.164179104,1.158890714,19.42988528,1
165,79,7.955103717,93056,106112.853,12,3.309824865,50.75950244,0.708900006,0.478787879,1.14031178,4.229958536,1
124,49,9.18677797,460925,234166.7062,13,7.769028994,95.11435976,0.823744462,0.39516129,0.508036462,7.316489212,1
162,54,6.006095425,300736,245124.3706,13,5.615872681,70.91380393,0.857029028,0.333333333,0.815081569,5.454907994,1
249,232,9.408753563,370701,438899.9614,3,3.887690885,37.14281829,0.415107177,0.931726908,1.183972963,12.38093943,1
213,184,8.268388837,329687,188641.9408,6,6.364451042,26.94722724,0.089339902,0.863849765,0.572184954,4.49120454,0
215,24,6.66971517,480634,424615.7642,6,9.961610068,37.33615416,0.437781477,0.111627907,0.883449286,6.22269236,1
153,102,5.771852367,275683,326758.8597,3,4.917360517,18.37156683,0.23073459,0.666666667,1.185270255,6.123855611,1
133,142,3.485736672,408182,362811.2632,11,9.286222607,22.94811697,0.291196455,1.067669173,0.888846797,2.086192452,0
276,97,1.592874452,459940,291082.5553,5,4.105151559,19.41943963,0.772267557,0.351449275,0.632870712,3.883887926,1
161,173,6.049539227,315972,286753.5197,7,1.492594362,48.06491894,0.075527086,1.074534161,0.907528261,6.866416991,0
266,81,3.181115536,166656,107177.8738,8,2.838178957,81.60205386,0.827581217,0.304511278,0.643108402,10.20025673,1
148,151,8.664386675,67087,57949.27992,10,4.76825629,22.72451988,0.427669086,1.02027027,0.863792984,2.272451988,0
202,108,9.933369374,455821,251535.4985,8,2.976714357,21.72883899,0.596063931,0.534653465,0.551829553,2.716104873,1
142,61,7.524277626,343481,317320.7549,5,1.002043344,67.90860546,0.089652231,0.429577465,0.923837868,13.58172109,1
195,108,0.904816953,186554,160763.4612,8,9.23501384,27.74646838,0.337359078,0.553846154,0.861752957,3.468308547,0
177,165,2.886855955,377477,384314.2251,3,8.594914701,18.78490343,0.089700919,0.93220339,1.018112958,6.261634477,0
159,59,1.091096318,232024,218448.3523,6,7.680630083,25.01637204,0.961543723,0.371069182,0.94149033,4.16939534,1
131,91,6.505116478,186535,165032.0637,8,2.510331361,93.13582563,0.807261649,0.694656489,0.884724388,11.6419782,1
243,58,7.651908646,293236,288205.5934,9,2.083272186,83.93241275,0.459632754,0.238683128,0.982845194,9.325823639,1
103,123,9.256748309,120448,72360.26092,13,1.608442745,41.86581061,0.223602548,1.194174757,0.60075934,3.22044697,0
212,33,4.381723464,54648,50098.65034,13,7.516262699,69.02386906,0.933455105,0.155660377,0.916751763,5.309528389,1
257,51,9.013756496,442720,274697.7643,12,9.359271646,58.35481063,0.344596596,0.19844358,0.620477422,4.862900886,1
238,198,8.77891159,345767,396894.0261,5,4.874822388,70.94118371,0.160984432,0.831932773,1.147865545,14.18823674,1
218,144,3.171957168,85634,46913.20591,11,2.072266048,71.44040372,0.563164388,0.660550459,0.547833873,6.494582157,0
277,185,8.689006255,487818,390870.1848,14,5.611535387,66.58606136,0.94377412,0.667870036,0.801262325,4.75614724,1
210,116,3.756722519,426742,421219.205,14,4.139487167,33.94912317,0.003830291,0.552380952,0.987058234,2.424937369,0
117,42,2.968692746,361478,296634.4671,9,4.373424319,13.51057787,0.238124843,0.358974359,0.820615548,1.501175319,1
82,82,6.490746588,380792,214944.395,3,6.591975617,51.00101038,0.93844764,1,0.564466677,17.00033679,0
191,162,3.283812279,72054,63938.22014,4,7.468463019,90.18764962,0.171085967,0.848167539,0.887365311,22.54691241,0
70,244,6.302087483,120028,113923.6563,3,1.99543239,61.25475327,0.113243452,3.485714286,0.949142336,20.41825109,0
97,172,6.098318055,72207,71676.61198,13,1.320312077,84.91519375,0.570187216,1.773195876,0.992654618,6.531937981,0
197,164,5.634389273,280893,213838.7483,11,9.948972724,99.24619087,0.861843823,0.83248731,0.76128187,9.022380988,0
297,244,3.804197042,131554,117683.2067,11,3.09455514,24.72545837,0.477109818,0.821548822,0.89456198,2.247768943,0
177,213,5.484997217,202458,165100.5576,9,1.484474724,72.25998752,0.994564257,1.203389831,0.815480532,8.028887503,0
185,225,5.96485475,133276,129336.2584,12,2.708877962,70.68642163,0.6791717,1.216216216,0.970439227,5.890535136,0
184,72,5.456868885,364925,331530.6684,5,1.350620617,98.19599026,0.074074907,0.391304348,0.908489877,19.63919805,1
244,123,4.444194528,233852,202990.4004,7,4.526298052,98.70406606,0.992832132,0.504098361,0.868029354,14.10058087,1
194,123,0.14667057,242512,163614.8573,6,8.22161606,71.80107506,0.407894237,0.634020619,0.674667057,11.96684584,0
177,198,5.870617077,487415,244396.1991,9,4.071200048,31.92533128,0.287402534,1.118644068,0.501412962,3.547259031,0
82,58,1.684443851,373179,232064.0379,11,4.997650662,81.87002543,0.557879184,0.707317073,0.621857173,7.442729585,0
225,198,6.425759689,58210,33875.08999,14,7.080280962,19.63262208,0.304307592,0.88,0.581946229,1.402330148,0
253,217,7.593443279,94363,76845.38866,4,5.580046631,80.26293738,0.086457507,0.85770751,0.814359322,20.06573434,0
236,153,5.004453091,292247,271374.9254,10,8.753011174,91.91765117,0.001428343,0.648305085,0.928580706,9.191765117,0
164,86,5.42363665,128279,83273.53228,11,8.794321075,44.45500553,0.449583353,0.524390244,0.649159506,4.041364139,1
263,154,9.514785597,241420,279405.0149,12,1.089196259,66.75717655,0.836863422,0.585551331,1.157339967,5.563098046,1
168,198,8.471673614,236356,119283.5529,12,8.002416758,48.71284589,0.572315186,1.178571429,0.50467749,4.059403824,0
71,219,9.14236516,253196,263478.4695,11,5.146602402,49.39885495,0.999207299,3.084507042,1.040610711,4.490804995,0
287,61,8.137662883,249919,234334.8856,12,9.899564872,37.93338002,0.286846646,0.212543554,0.937643339,3.161115002,1
207,211,1.089183418,465648,354585.5322,9,5.349088683,78.59166584,0.280455065,1.019323671,0.761488361,8.732407316,0
87,34,1.48991856,307324,164523.525,11,9.882063508,94.25589077,0.15974946,0.390804598,0.535342261,8.568717343,0
279,130,5.266237973,245161,230265.1648,11,7.791124251,94.66757733,0.164063588,0.465949821,0.9392406,8.606143394,1
158,176,2.460696588,498614,383897.6073,5,3.237443962,25.73031564,0.285186596,1.113924051,0.769929459,5.146063128,0
100,52,4.76695475,280363,323927.7648,6,5.845554814,88.72692847,0.792840045,0.52,1.155386998,14.78782141,1
231,241,3.943653238,184393,162153.9231,4,9.929220755,76.36882973,0.905756791,1.043290043,0.879393052,19.09220743,0
57,174,5.494142384,393492,455567.7467,12,8.71777547,32.75536606,0.97508717,3.052631579,1.157756058,2.729613839,0
76,183,7.468757161,480599,314474.4698,5,1.876302044,16.05561516,0.232289654,2.407894737,0.654338585,3.211123033,0
76,176,7.154909071,425960,429371.1461,13,7.357347971,34.11975402,0.881297546,2.315789474,1.008008137,2.624596463,0
275,57,5.212341325,259754,242110.0315,13,4.110216273,92.09874131,0.328255089,0.207272727,0.932074315,7.084518562,1
70,204,8.223934188,173053,176096.2687,7,1.062840357,66.98608074,0.112840545,2.914285714,1.017585761,9.569440106,0
79,116,4.308620915,233965,152139.8368,7,4.631328721,74.89491948,0.870024926,1.46835443,0.650267505,10.69927421,0
146,248,8.967142898,216892,209408.3934,8,3.112789796,33.1437116,0.636105635,1.698630137,0.965496161,4.14296395,0
77,174,0.712802701,378406,321126.0311,9,8.369823435,74.744934,0.164730896,2.25974026,0.848628275,8.304992667,0
160,202,9.5466003,184832,188524.478,9,4.03597548,12.53093557,0.429831258,1.2625,1.019977482,1.392326174,0
241,52,6.546930814,203262,148164.0239,3,8.447713246,43.77892112,0.287257695,0.215767635,0.728931251,14.59297371,1
274,215,3.800745089,117411,131857.2398,4,1.00538145,66.40780137,0.736794569,0.784671533,1.123039918,16.60195034,1
246,105,1.971541266,335521,187559.903,14,3.77037235,23.1486909,0.453416231,0.426829268,0.55901092,1.653477921,0
110,85,4.791832294,489953,521815.8798,11,3.170486929,84.0703217,0.989279945,0.772727273,1.065032523,7.642756518,1
97,29,1.945583232,88211,97290.00586,12,3.10210625,31.15281689,0.054744982,0.298969072,1.102923738,2.596068074,1
196,24,1.663316077,263981,283007.8577,4,1.613679578,68.70530015,0.355015266,0.12244898,1.072076618,17.17632504,1
53,142,6.173517574,315888,271318.8807,8,2.684118434,46.46774283,0.481900167,2.679245283,0.858908476,5.808467854,0
84,93,5.230847246,306638,247416.8455,13,5.999946129,63.64392359,0.503133555,1.107142857,0.806869486,4.89568643,0
241,116,6.700960346,337139,403684.7097,13,3.622249656,19.67054974,0.315935822,0.481327801,1.197383601,1.513119211,1
98,137,9.296058774,198049,130795.593,3,4.756553041,11.52215199,0.729240249,1.397959184,0.660420366,3.840717331,0
66,57,5.322602133,279010,246313.7043,5,4.391801923,91.86079846,0.874747073,0.863636364,0.882813176,18.37215969,0
221,160,5.809320533,84542,81961.17519,4,8.883144325,34.26670079,0.938719302,0.7239819,0.969472868,8.566675197,1
269,178,0.896263392,60651,60081.32609,5,9.147690991,83.77093025,0.805093377,0.661710037,0.990607345,16.75418605,1
207,66,7.176357859,149239,95933.40596,7,5.436612745,99.94152704,0.850580197,0.31884058,0.642817266,14.27736101,1
270,247,3.999052068,391075,374570.0178,13,3.971403553,29.02881322,0.550545301,0.914814815,0.957795865,2.232985632,0
95,128,9.767252387,276416,296555.3095,12,1.961206336,33.86536671,0.825888226,1.347368421,1.072858697,2.822113892,0
166,235,8.231740156,414256,221632.3469,8,9.580625914,69.65738089,0.303503909,1.415662651,0.535013004,8.707172611,0
55,199,5.224810405,328859,374262.8867,11,1.542042504,96.89037711,0.398478762,3.618181818,1.138064905,8.808216101,0
148,203,1.232226542,487625,253883.3404,14,3.678852498,92.42329134,0.316913014,1.371621622,0.520652839,6.601663667,0
173,34,8.594157933,205378,153865.0331,13,3.682595811,55.25879681,0.467387335,0.196531792,0.749179723,4.250676677,1
282,176,7.997810954,200158,102294.5964,12,3.883611575,81.55992543,0.285579616,0.624113475,0.511069237,6.796660452,0
86,155,1.845851295,457592,253506.7084,14,2.478581589,22.21712678,0.961611442,1.802325581,0.554001618,1.586937627,0
73,24,2.952782892,373494,424968.1213,14,8.048452878,97.96943658,0.312844628,0.328767123,1.1378178,6.997816898,1
142,176,7.934072581,383569,287064.0298,6,2.102480758,96.79179106,0.098044538,1.23943662,0.748402582,16.13196518,0
